,age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week
6185,55,107157,9,0,0,40
6186,68,353871,9,0,0,40
6187,49,175958,10,0,0,20
6188,62,252134,4,0,0,40
6189,30,95923,12,0,0,45
6190,56,203250,10,0,0,40
6191,37,296212,9,0,0,48
6192,22,333838,10,0,0,40
6193,56,345730,9,0,0,40
6194,53,128141,13,0,0,40
6195,53,249347,11,0,0,40
6196,51,171914,5,0,0,30
6197,41,344519,9,13550,0,60
6198,34,196385,9,0,0,50
6199,24,87546,10,0,0,40
6200,40,85668,9,0,0,40
6201,23,126613,13,0,0,40
6202,28,239753,9,0,0,40
6203,53,162796,9,0,0,40
6204,52,197189,10,0,0,44
6205,33,25806,16,0,0,20
6206,28,89813,9,0,0,40
6207,45,142167,14,0,0,40
6208,40,171589,13,0,0,40
6209,60,203985,10,0,0,40
6210,24,394191,8,0,0,55
6211,50,155433,13,0,0,40
6212,44,39581,13,0,0,40
6213,19,305834,9,0,0,40
6214,36,200220,9,0,0,55
6215,33,229732,12,0,0,40
6216,52,190333,6,0,0,50
6217,51,155983,9,0,0,50
6218,44,211351,10,4386,0,40
6219,19,505168,5,0,0,40
6220,49,256417,9,5013,0,40
6221,17,165069,6,0,1721,40
6222,20,249385,10,0,0,20
6223,53,168723,12,0,0,40
6224,25,165866,11,0,0,20
6225,48,48553,10,0,0,72
6226,27,244751,9,0,0,40
6227,21,228230,10,0,0,15
6228,29,152951,9,0,0,40
6229,47,29023,16,0,0,40
6230,48,136455,10,0,0,60
6231,38,245372,10,0,0,75
6232,19,155863,10,0,1602,30
6233,37,126675,10,0,0,40
6234,37,184659,9,5013,0,44
6235,39,33289,9,0,0,60
6236,35,111377,9,0,0,40
6237,33,103651,9,0,0,60
6238,56,53481,9,0,0,40
6239,23,238917,3,0,0,40
6240,25,167495,10,0,0,40
6241,47,114222,12,0,0,55
6242,32,182323,9,7688,0,40
6243,24,137589,9,0,0,30
6244,32,181091,13,13550,0,35
6245,41,156580,13,0,0,35
6246,32,210926,9,0,0,38
6247,37,255503,15,0,0,55
6248,39,116546,10,0,0,50
6249,66,34218,9,0,0,50
6250,18,305327,10,0,0,25
6251,23,107882,13,0,0,40
6252,44,858091,9,0,0,40
6253,45,79646,10,0,0,70
6254,42,103089,10,1506,0,40
6255,40,145441,10,0,0,30
6256,20,117210,10,0,0,40
6257,26,379246,10,0,0,40
6258,25,130018,7,0,0,40
6259,40,121466,9,0,0,40
6260,54,339518,12,0,0,40
6261,33,388672,11,0,0,60
6262,56,190091,11,0,0,46
6263,27,197918,7,0,0,47
6264,31,361497,4,0,0,60
6265,61,451327,13,0,0,24
6266,22,340217,10,0,0,20
6267,32,63516,9,0,0,45
6268,29,269786,9,0,0,40
6269,34,63338,9,0,0,40
6270,56,179127,6,0,0,35
6271,35,124090,11,0,0,99
6272,25,215188,9,0,0,40
6273,22,482082,7,0,0,40
6274,19,234725,8,0,0,40
6275,35,289890,7,0,0,40
6276,35,232036,9,0,0,40
6277,48,195416,9,0,0,35
6278,52,22154,10,0,0,40
6279,39,103734,13,0,0,43
6280,32,32587,9,0,0,40
6281,27,190303,9,0,0,40
6282,34,270488,13,0,0,40
6283,31,104509,10,0,0,35
6284,47,132589,10,0,0,72
6285,37,112812,13,0,0,40
6286,47,126441,10,0,0,40
6287,47,123075,14,0,0,50
6288,45,207955,3,0,0,40
6289,51,43705,10,0,0,40
6290,24,116968,13,0,0,40
6291,59,182142,16,0,0,40
6292,27,74056,11,0,0,48
6293,33,132565,7,0,0,40
6294,55,256796,9,0,0,40
6295,62,191520,16,99999,0,80
6296,37,33394,9,0,0,70
6297,45,45501,13,0,0,50
6298,25,74389,13,0,0,40
6299,34,201874,9,0,0,40
6300,50,143804,9,0,0,55
6301,29,95471,13,0,0,55
6302,32,267458,12,0,0,40
6303,48,70668,6,0,0,40
6304,34,260782,10,0,0,52
6305,50,299215,9,0,0,40
6306,38,99156,9,0,0,46
6307,52,53905,9,0,0,40
6308,41,94210,9,0,0,48
6309,31,116508,9,0,0,48
6310,31,176711,9,0,0,40
6311,50,118058,13,15024,0,55
6312,23,89285,10,99999,0,40
6313,52,91093,10,0,0,40
6314,33,204577,9,0,0,40
6315,32,162041,10,0,0,30
6316,48,175615,10,0,0,40
6317,40,99679,14,3103,0,43
6318,22,263398,10,0,0,50
6319,55,147653,9,0,0,24
6320,58,32521,7,0,0,20
6321,43,198871,11,0,0,88
6322,34,127651,14,0,0,55
6323,19,143608,9,0,0,40
6324,50,50048,14,0,0,52
6325,73,378922,9,0,0,20
6326,27,292883,9,0,0,40
6327,62,190491,16,15024,0,45
6328,57,132145,14,7298,0,45
6329,34,126853,14,0,0,40
6330,22,59184,9,0,0,30
6331,22,663291,10,2105,0,40
6332,29,76978,10,0,0,50
6333,34,196512,9,0,2472,35
6334,17,103851,7,0,0,45
6335,35,241126,13,0,0,50
6336,65,266828,13,0,0,24
6337,27,204984,10,0,1579,40
6338,46,188950,13,0,0,50
6339,35,226528,16,0,0,60
6340,38,268893,11,0,0,70
6341,36,165473,13,0,0,40
6342,49,447554,13,7688,0,40
6343,54,304955,9,0,0,30
6344,30,198265,13,0,0,40
6345,26,395206,10,0,0,40
6346,32,312667,13,2174,0,55
6347,23,117767,9,0,0,36
6348,40,170482,13,14344,0,45
6349,29,309778,9,7298,0,40
6350,28,289991,9,0,0,40
6351,41,255543,10,0,0,40
6352,34,119079,7,0,0,40
6353,37,318168,9,1055,0,20
6354,39,67317,10,0,0,40
6355,29,337953,9,0,0,40
6356,55,451603,9,0,0,40
6357,30,455995,10,0,0,50
6358,33,209768,16,0,0,40
6359,55,27385,11,0,0,40
6360,33,226296,9,0,0,40
6361,47,285335,10,0,0,50
6362,28,376700,13,6849,0,50
6363,33,150324,9,0,0,49
6364,62,96460,9,0,0,40
6365,49,188141,10,0,0,60
6366,42,163985,9,0,0,27
6367,63,85420,10,5013,0,15
6368,21,416103,9,0,0,40
6369,65,224357,9,0,0,40
6370,28,116062,12,0,0,40
6371,51,194259,14,15024,0,55
6372,33,460408,13,0,0,40
6373,67,178878,4,0,0,12
6374,36,416745,7,0,0,40
6375,19,292136,10,0,0,30
6376,60,176731,9,0,0,40
6377,26,104097,13,0,0,40
6378,35,203482,5,0,0,40
6379,28,360224,9,0,0,50
6380,67,23580,12,0,0,40
6381,31,195891,9,0,0,40
6382,49,182862,10,7688,0,40
6383,64,148956,9,0,0,30
6384,24,95862,9,0,0,40
6385,19,48393,10,0,0,32
6386,40,132633,10,0,1741,40
6387,35,182074,9,0,0,42
6388,19,136848,10,0,0,8
6389,53,197054,10,0,0,40
6390,57,243033,10,0,0,40
6391,47,154174,9,0,0,60
6392,47,59380,10,0,0,42
6393,38,122240,9,0,0,55
6394,38,193945,9,0,0,40
6395,35,350103,13,0,0,40
6396,58,32365,10,0,0,50
6397,56,94345,13,0,0,40
6398,24,166437,13,0,0,40
6399,36,149653,9,0,0,40
6400,57,157271,7,0,0,54
6401,60,164599,10,7298,0,40
6402,81,104443,9,0,0,40
6403,46,411595,3,0,0,40
6404,18,198368,7,594,0,10
6405,42,115932,9,0,0,40
6406,26,158397,9,0,0,40
6407,31,101345,13,0,0,40
6408,26,48853,14,0,0,40
6409,39,38145,10,0,0,60
6410,31,127651,12,0,1902,38
6411,28,185896,10,0,0,47
6412,34,92531,9,0,0,40
6413,53,195904,9,0,0,45
6414,41,153095,9,0,0,50
6415,34,581025,5,0,0,38
6416,61,202384,13,0,0,30
6417,46,122177,13,0,0,60
6418,34,405713,10,0,0,40
6419,67,212185,9,0,0,10
6420,36,266347,9,0,0,43
6421,31,49469,15,0,0,50
6422,35,210830,9,0,0,40
6423,37,188612,14,0,0,50
6424,27,104017,10,0,1902,30
6425,23,154785,10,0,0,40
6426,20,39477,10,0,0,20
6427,72,99554,4,0,0,10
6428,61,255978,9,0,0,50
6429,41,98823,13,0,0,50
6430,45,109598,9,0,0,40
6431,24,266971,13,0,0,40
6432,22,334593,10,0,0,40
6433,20,41035,9,0,0,60
6434,35,238591,10,0,0,40
6435,44,117012,14,0,1887,40
6436,30,192002,10,0,0,40
6437,64,137135,9,0,0,48
6438,69,150600,9,0,0,35
6439,70,117464,9,0,0,16
6440,42,111971,9,0,0,45
6441,22,290044,13,0,0,35
6442,17,197186,6,0,0,24
6443,51,61127,9,0,0,50
6444,30,236379,7,0,0,30
6445,31,207100,13,0,0,40
6446,50,288630,14,0,0,50
6447,30,203181,11,0,0,36
6448,43,146770,9,0,0,40
6449,22,191789,13,0,0,40
6450,32,453983,9,0,0,44
6451,32,106014,10,0,0,50
6452,37,218955,9,0,0,35
6453,62,115771,11,0,0,33
6454,36,305379,13,0,0,50
6455,29,53063,13,0,0,40
6456,19,139466,10,0,0,25
6457,64,152537,13,0,0,45
6458,32,400535,10,0,0,40
6459,30,330802,9,0,0,40
6460,24,117789,13,0,0,40
6461,20,330836,7,0,0,40
6462,33,323985,13,0,0,5
6463,50,282701,9,4386,0,48
6464,45,180695,14,0,1408,40
6465,38,314007,10,5178,0,40
6466,51,124963,12,0,0,45
6467,47,380922,14,15024,0,50
6468,53,222381,14,0,0,40
6469,33,656488,11,0,0,50
6470,38,98776,10,0,0,40
6471,47,143050,14,0,0,50
6472,17,118792,7,0,0,24
6473,21,154964,9,0,0,40
6474,41,163847,13,0,0,45
6475,28,282398,10,0,0,35
6476,47,78954,7,0,0,28
6477,38,203988,16,99999,0,55
6478,54,111130,10,0,0,50
6479,45,149388,10,0,0,48
6480,45,39464,9,0,0,40
6481,29,94064,14,0,0,50
6482,44,342510,16,7688,0,40
6483,66,163726,9,0,0,10
6484,35,194496,13,0,0,55
6485,66,298045,13,0,0,30
6486,24,42100,10,0,0,20
6487,30,77143,10,0,0,25
6488,38,233197,10,0,0,40
6489,17,295120,7,0,0,20
6490,20,85021,9,0,0,40
6491,54,191659,3,0,0,40
6492,45,244194,12,5178,0,40
6493,32,287229,10,0,0,30
6494,18,324046,6,0,0,12
6495,33,65018,14,0,0,20
6496,37,421633,11,0,0,40
6497,28,93235,10,0,0,40
6498,60,227232,9,0,0,40
6499,30,121775,11,0,0,30
6500,36,65382,9,0,0,50
6501,19,179422,9,0,0,35
6502,53,276868,10,0,0,40
6503,57,87317,6,0,0,8
6504,32,108247,10,3103,0,40
6505,32,197505,9,0,0,40
6506,35,127493,6,0,0,2
6507,51,75640,9,0,0,50
6508,38,320811,10,0,0,40
6509,46,247053,14,0,0,40
6510,31,119735,5,0,0,40
6511,29,157950,10,0,0,40
6512,40,113732,9,0,0,40
6513,52,224763,9,0,0,50
6514,42,40024,10,0,0,66
6515,42,296594,14,0,0,50
6516,43,53956,9,0,0,55
6517,38,71009,13,7298,0,40
6518,34,191834,9,0,0,40
6519,27,107236,14,0,0,50
6520,47,231284,9,0,0,40
6521,31,203488,10,0,0,40
6522,20,41721,10,0,0,40
6523,48,205100,13,99999,0,80
6524,57,75673,10,0,0,40
6525,28,105598,7,0,1762,40
6526,63,177832,9,0,0,80
6527,24,478457,7,0,0,30
6528,28,194759,10,0,1669,90
6529,64,30310,4,0,0,60
6530,29,130010,14,0,0,40
6531,23,170302,9,0,0,38
6532,46,120080,13,0,0,40
6533,77,183781,9,0,0,5
6534,31,422836,3,0,0,40
6535,46,266860,12,0,0,60
6536,25,393456,9,0,0,40
6537,20,318382,9,0,0,40
6538,35,354520,13,0,0,50
6539,47,123425,9,0,0,41
6540,52,123989,13,0,0,40
6541,31,175778,13,0,0,40
6542,28,73928,13,0,0,40
6543,31,33731,9,7688,0,40
6544,41,557349,9,0,0,40
6545,23,255252,10,0,0,30
6546,40,219164,14,5178,0,40
6547,21,129050,10,0,0,35
6548,61,111797,11,0,0,32
6549,34,192900,10,0,0,40
6550,44,56651,9,0,0,40
6551,26,51961,10,0,0,55
6552,37,141584,12,0,0,47
6553,18,421350,7,0,0,20
6554,52,24740,9,0,1740,55
6555,31,498267,9,0,0,40
6556,21,117583,9,0,0,40
6557,22,191455,10,0,0,15
6558,22,135716,9,0,0,40
6559,40,27766,14,0,0,40
6560,41,323919,4,0,0,40
6561,73,114561,3,0,0,25
6562,17,216137,5,0,0,15
6563,49,165539,9,0,0,35
6564,42,32016,11,7298,0,40
6565,35,89040,9,0,0,40
6566,45,264514,13,0,0,40
6567,50,24790,9,0,0,40
6568,38,181139,13,0,0,42
6569,18,168514,6,0,0,25
6570,17,354493,7,0,0,6
6571,33,206707,9,0,0,40
6572,43,230684,9,0,0,40
6573,43,192381,13,0,0,40
6574,37,397752,9,0,0,12
6575,52,120173,4,0,0,40
6576,22,228394,9,0,0,50
6577,83,186112,10,0,0,40
6578,21,272237,10,0,0,35
6579,45,169711,12,15024,0,72
6580,40,172560,9,0,0,40
6581,61,213700,13,0,0,32
6582,23,181820,13,0,0,40
6583,19,120361,9,0,0,40
6584,47,169324,14,4386,0,35
6585,32,262092,13,7298,0,50
6586,24,143436,13,0,0,10
6587,43,147099,13,0,0,30
6588,55,138594,16,0,0,56
6589,58,100606,9,0,0,50
6590,25,350850,4,0,0,50
6591,23,66432,10,0,0,35
6592,44,229148,10,0,0,40
6593,20,236601,10,0,0,20
6594,46,144844,9,0,0,42
6595,19,366088,5,0,0,40
6596,37,162164,9,0,0,40
6597,22,442478,10,0,0,20
6598,25,181814,7,0,0,40
6599,49,175109,9,5178,0,40
6600,34,152109,9,0,0,40
6601,47,246891,13,15024,0,45
6602,30,164802,13,8614,0,40
6603,21,57711,9,0,0,40
6604,22,117789,10,0,0,20
6605,67,120900,4,0,0,12
6606,28,114673,14,0,0,40
6607,45,78529,9,0,0,50
6608,46,282165,9,0,0,40
6609,48,149337,10,0,0,40
6610,56,250517,11,0,0,45
6611,65,76131,9,0,0,40
6612,40,352971,14,0,0,60
6613,20,243981,9,0,0,40
6614,55,421228,14,0,0,40
6615,56,94156,9,0,0,50
6616,35,306868,10,0,0,65
6617,43,187164,9,0,0,50
6618,32,179415,6,0,0,40
6619,64,45776,9,0,1762,79
6620,62,256723,10,0,0,40
6621,53,31909,11,0,0,45
6622,68,90526,8,0,0,35
6623,35,127306,10,0,0,40
6624,24,179423,13,0,0,40
6625,39,140169,6,0,0,40
6626,29,37359,13,7298,0,40
6627,24,125813,9,0,0,45
6628,33,209415,6,0,0,32
6629,41,206619,9,0,0,40
6630,48,283737,14,0,0,40
6631,47,162187,13,0,0,45
6632,30,191571,10,0,0,40
6633,59,33725,5,0,0,40
6634,34,236543,10,0,1590,40
6635,26,73047,10,0,0,32
6636,20,230574,4,0,0,40
6637,32,178109,13,0,0,36
6638,58,282023,13,0,0,50
6639,31,101761,13,0,0,40
6640,33,98168,9,0,0,30
6641,22,287681,7,0,0,40
6642,39,265685,10,0,0,65
6643,38,91670,10,0,0,40
6644,30,61989,10,0,0,5
6645,23,138513,9,0,0,40
6646,27,95423,10,0,0,60
6647,31,30917,10,0,0,72
6648,20,316304,10,0,0,40
6649,58,102791,9,0,0,40
6650,42,416506,12,14084,0,36
6651,20,245611,10,0,0,20
6652,47,655066,13,0,0,40
6653,57,87584,16,0,0,25
6654,47,304223,10,0,0,40
6655,49,40690,13,0,0,60
6656,18,348131,7,0,0,20
6657,64,191477,3,0,0,4
6658,29,115438,9,0,0,35
6659,47,176917,10,0,0,48
6660,40,104196,9,0,0,45
6661,28,202182,10,0,0,40
6662,24,308239,13,0,0,4
6663,34,163581,9,10520,0,40
6664,34,211239,13,6497,0,40
6665,31,121321,7,0,0,51
6666,23,120172,9,0,0,48
6667,20,190916,9,0,1721,20
6668,25,340288,5,0,0,40
6669,32,426431,10,0,0,40
6670,44,226027,10,0,0,60
6671,28,278736,8,0,0,40
6672,48,168462,9,0,0,40
6673,18,379070,10,0,0,40
6674,43,214541,14,0,0,40
6675,52,29887,15,0,0,60
6676,53,138022,7,0,0,60
6677,57,208018,9,0,0,40
6678,45,126876,9,0,0,40
6679,45,182703,14,0,0,36
6680,34,161153,6,0,0,35
6681,44,168443,9,0,0,60
6682,25,335522,5,0,0,40
6683,27,220104,13,0,1876,50
6684,28,162312,10,0,0,40
6685,36,104772,9,0,0,40
6686,61,161472,9,0,0,40
6687,52,91506,9,0,0,45
6688,19,186717,10,0,0,40
6689,53,77927,3,0,0,50
6690,55,140063,9,0,0,40
6691,37,317580,9,0,0,40
6692,51,122533,13,0,0,40
6693,29,57423,9,0,0,45
6694,45,103331,10,0,0,40
6695,64,417543,16,8614,0,50
6696,56,253854,10,0,0,40
6697,56,106850,10,0,0,40
6698,38,314007,9,0,0,78
6699,23,494371,9,0,0,40
6700,29,270421,14,0,0,50
6701,33,203488,13,0,1672,40
6702,35,167691,9,0,0,20
6703,25,198318,9,0,0,50
6704,37,319831,9,0,0,55
6705,28,70240,14,0,0,36
6706,67,227113,14,0,2457,40
6707,22,168997,11,0,0,40
6708,23,231929,8,0,0,20
6709,22,207969,10,0,0,35
6710,68,192656,10,0,0,10
6711,31,187215,9,0,0,40
6712,51,119570,13,0,0,50
6713,64,188659,14,0,0,20
6714,35,110013,13,0,0,40
6715,26,55860,14,0,0,40
6716,42,282069,9,0,0,40
6717,20,26585,9,0,0,25
6718,46,218890,9,0,0,60
6719,35,211154,9,0,0,45
6720,51,230095,6,0,0,40
6721,34,737315,15,0,0,65
6722,50,144084,13,0,0,40
6723,48,48384,13,0,0,60
6724,51,541755,9,0,0,40
6725,27,178778,13,0,1340,40
6726,28,436198,10,0,0,30
6727,37,82521,10,4064,0,46
6728,39,367020,13,0,0,40
6729,22,174461,13,0,0,40
6730,28,162501,9,0,0,40
6731,38,193026,9,0,0,40
6732,41,218172,13,13550,0,60
6733,41,110318,14,0,0,30
6734,36,126675,7,0,1579,40
6735,24,116788,10,0,0,40
6736,24,161092,13,0,0,40
6737,28,159109,7,0,0,40
6738,28,213191,9,0,0,50
6739,49,240629,9,0,0,38
6740,17,227960,7,0,0,10
6741,54,151580,13,0,0,40
6742,41,160893,12,0,0,45
6743,35,184117,14,0,0,25
6744,18,32059,7,0,0,23
6745,42,361219,7,0,0,40
6746,60,334984,9,0,2231,40
6747,49,33300,9,0,0,84
6748,57,199713,9,0,0,55
6749,43,401134,12,0,2238,40
6750,37,132702,13,0,0,40
6751,28,306693,10,0,0,20
6752,20,286166,9,0,0,60
6753,57,123515,11,0,0,40
6754,24,132053,12,0,0,35
6755,20,266400,10,0,0,40
6756,42,335248,11,0,0,36
6757,81,36147,15,10605,0,2
6758,21,266467,9,0,2205,40
6759,43,143809,9,0,0,40
6760,39,334366,13,0,0,50
6761,41,347653,14,0,0,40
6762,32,386806,3,0,0,45
6763,48,202322,2,0,0,40
6764,50,594521,5,0,0,40
6765,26,174267,10,0,0,64
6766,18,169542,8,0,0,30
6767,54,227392,14,0,0,40
6768,59,99131,9,0,0,40
6769,38,225860,9,0,0,40
6770,53,287317,9,0,0,40
6771,42,46091,13,0,0,40
6772,53,170050,10,0,0,40
6773,18,352317,10,0,0,20
6774,56,225267,10,14084,0,60
6775,28,217545,9,0,0,40
6776,33,183778,9,0,0,40
6777,43,210013,9,0,0,40
6778,36,49115,12,7688,0,44
6779,31,310429,9,0,0,70
6780,33,114691,9,0,0,50
6781,46,124356,12,0,0,40
6782,31,51284,9,0,0,36
6783,47,294443,11,0,0,40
6784,41,200009,6,0,0,40
6785,28,258862,11,0,0,18
6786,35,37778,9,0,0,50
6787,28,402771,9,0,0,40
6788,42,201520,14,0,1902,43
6789,47,55237,10,0,0,44
6790,63,52750,13,0,0,40
6791,63,197189,13,4650,0,48
6792,39,96564,9,0,0,40
6793,23,334105,12,0,0,40
6794,41,115323,10,0,0,40
6795,31,157289,13,0,0,52
6796,52,320877,9,0,0,40
6797,64,198186,14,0,0,30
6798,62,195543,13,0,0,20
6799,48,103406,13,0,0,35
6800,22,320451,10,0,0,24
6801,18,23940,10,0,0,40
6802,46,45857,9,0,0,33
6803,29,195557,12,0,0,40
6804,44,229148,9,0,0,35
6805,21,152328,13,0,0,40
6806,47,186157,9,0,0,40
6807,60,127712,11,0,0,45
6808,24,254351,10,0,0,35
6809,61,182163,10,0,1902,40
6810,34,442656,7,0,0,65
6811,30,111363,10,0,0,40
6812,36,491000,12,0,0,40
6813,45,156065,13,0,0,40
6814,45,243743,13,0,0,60
6815,47,173938,15,0,2258,20
6816,37,86308,13,0,0,40
6817,35,216068,12,0,0,40
6818,23,237432,8,0,0,60
6819,34,177216,9,0,0,40
6820,27,212895,10,0,0,40
6821,44,122749,9,0,0,35
6822,44,254303,14,0,0,40
6823,20,73679,9,0,0,35
6824,30,455995,9,0,0,40
6825,33,214288,9,0,1848,48
6826,28,228075,3,0,0,40
6827,35,412017,6,0,0,38
6828,41,236900,9,0,0,40
6829,33,289442,9,0,0,40
6830,33,237298,10,0,0,40
6831,36,47072,9,0,0,8
6832,25,197036,10,0,0,50
6833,19,175507,9,0,0,18
6834,53,350131,13,0,0,48
6835,35,150057,9,4386,0,48
6836,40,190650,13,0,0,45
6837,27,430672,13,0,0,55
6838,50,99316,9,0,0,50
6839,47,191776,10,0,0,8
6840,33,97723,9,0,1887,50
6841,28,197288,7,0,0,30
6842,36,239409,9,0,0,50
6843,48,195554,4,0,0,40
6844,48,76855,10,0,0,53
6845,43,281315,10,0,0,42
6846,76,224058,6,0,0,20
6847,23,232799,9,2977,0,55
6848,29,174163,14,0,0,40
6849,57,47178,3,0,0,40
6850,62,97950,13,0,0,6
6851,26,342765,9,0,0,50
6852,42,209818,13,0,0,55
6853,36,349534,12,0,0,31
6854,43,170214,10,0,0,75
6855,28,145284,10,0,0,40
6856,33,124161,9,0,0,50
6857,48,105357,9,0,0,40
6858,32,355700,15,99999,0,60
6859,30,99928,13,0,0,40
6860,18,308739,9,0,0,20
6861,58,179781,13,0,0,70
6862,52,297906,16,0,0,40
6863,25,189663,14,0,0,40
6864,39,339029,13,0,0,50
6865,39,87076,9,0,0,45
6866,18,109928,9,0,0,40
6867,55,218456,9,0,0,40
6868,26,176756,9,0,0,75
6869,69,214923,15,0,0,35
6870,21,191789,10,0,0,10
6871,19,238383,6,0,0,40
6872,21,315476,10,0,0,25
6873,36,195148,13,0,0,40
6874,49,174274,9,0,0,80
6875,42,143208,4,0,0,40
6876,40,30201,11,0,0,35
6877,35,200352,13,0,0,45
6878,31,117028,7,0,0,30
6879,45,44489,9,0,0,65
6880,52,236222,9,0,0,40
6881,23,496856,12,0,0,35
6882,29,132675,7,0,0,40
6883,42,89226,11,0,0,45
6884,36,112660,9,0,0,40
6885,61,294466,10,0,0,40
6886,58,201011,4,0,0,24
6887,47,27624,9,0,0,65
6888,31,385959,13,0,0,50
6889,53,214691,13,0,0,80
6890,34,196253,10,0,0,40
6891,62,242341,10,0,0,40
6892,23,195016,10,0,0,35
6893,47,174794,14,0,0,40
6894,59,134470,9,2635,0,60
6895,17,166360,6,0,0,30
6896,40,26671,13,0,0,40
6897,38,589838,9,0,0,47
6898,45,149169,10,0,0,50
6899,46,287920,9,5013,0,40
6900,57,56080,9,0,0,60
6901,22,211798,11,0,0,10
6902,30,415266,9,0,0,40
6903,42,147110,13,0,0,40
6904,32,228873,7,7298,0,60
6905,40,305348,5,0,0,40
6906,50,189831,9,7298,0,50
6907,45,247379,10,0,0,50
6908,38,198841,10,0,0,40
6909,29,364986,13,0,1628,47
6910,31,203488,10,0,0,44
6911,31,141118,9,0,0,24
6912,49,155862,9,0,0,50
6913,46,324550,9,0,0,40
6914,55,174353,9,0,0,35
6915,82,181912,9,0,0,12
6916,45,168191,10,15024,0,37
6917,35,216068,12,5178,0,12
6918,41,125461,10,0,0,60
6919,21,162688,9,0,0,40
6920,19,234406,8,0,0,30
6921,41,114537,9,0,0,40
6922,40,68111,9,0,0,45
6923,44,322799,9,0,0,40
6924,21,479296,9,0,0,40
6925,39,323385,10,0,0,70
6926,63,162772,9,0,0,35
6927,53,27166,9,10520,0,40
6928,55,142642,9,0,0,40
6929,19,162954,10,0,0,40
6930,45,90533,13,0,0,45
6931,52,234286,10,0,0,84
6932,17,355559,8,0,0,18
6933,35,32528,10,0,0,40
6934,45,132847,13,0,0,50
6935,46,279724,9,0,0,45
6936,50,30827,13,0,0,45
6937,25,179772,9,0,0,40
6938,39,112264,9,0,0,40
6939,51,93690,9,0,0,40
6940,52,178983,9,0,0,40
6941,55,194740,6,0,0,45
6942,48,283037,13,0,0,40
6943,27,312485,9,0,0,32
6944,30,202450,9,0,0,40
6945,29,272569,6,0,0,40
6946,53,231865,8,0,0,40
6947,26,195693,9,0,0,40
6948,27,108574,9,0,0,40
6949,58,605504,9,0,0,40
6950,19,140985,9,0,0,40
6951,22,160369,10,0,0,20
6952,29,303440,11,0,0,40
6953,44,263871,9,0,0,40
6954,55,28338,11,0,0,40
6955,36,298624,10,0,0,30
6956,41,139126,10,0,1902,40
6957,57,197994,9,0,0,32
6958,34,241259,9,0,0,40
6959,80,248568,9,0,0,30
6960,59,304779,13,0,0,35
6961,58,143266,9,0,0,40
6962,51,169719,10,0,0,38
6963,34,257128,9,0,0,40
6964,45,78507,11,0,0,40
6965,28,490332,13,3103,0,40
6966,32,244200,10,0,0,50
6967,44,95298,16,0,0,70
6968,23,329174,9,0,0,40
6969,33,107142,8,0,0,40
6970,39,33975,13,0,0,45
6971,26,201579,10,0,0,40
6972,39,122852,9,0,0,45
6973,35,272742,9,27828,0,60
6974,53,161691,14,4865,0,40
6975,41,223410,13,7688,0,40
6976,90,250832,9,2414,0,40
6977,44,282069,11,0,0,40
6978,19,369164,9,0,0,40
6979,81,218521,4,0,0,21
6980,19,136405,11,0,0,20
6981,40,199018,13,0,0,40
6982,28,299249,9,0,0,40
6983,50,235567,9,0,0,52
6984,51,73493,10,0,0,60
6985,54,320012,10,0,0,40
6986,37,183898,10,0,0,40
6987,31,190027,10,0,0,40
6988,31,87891,9,0,0,40
6989,38,304001,9,0,0,40
6990,40,171424,14,0,0,50
6991,19,123807,9,0,0,40
6992,22,210802,10,0,0,24
6993,25,80220,8,0,0,40
6994,19,216413,10,0,0,20
6995,23,423453,9,0,0,16
6996,30,178835,10,0,0,55
6997,35,304001,10,0,0,40
6998,35,167482,13,0,0,60
6999,32,26543,10,0,2231,40
7000,52,176409,13,0,0,40
7001,46,87018,13,0,0,40
7002,24,251603,9,0,0,40
7003,44,366180,13,0,0,50
7004,42,186916,14,0,2415,55
7005,30,164461,7,0,653,40
7006,42,54102,10,0,0,40
7007,48,199058,13,0,0,35
7008,22,293324,9,0,0,40
7009,47,96798,13,0,0,40
7010,65,132340,9,0,0,3
7011,45,175925,13,0,0,40
7012,17,33230,7,0,0,15
7013,20,298871,9,0,0,10
7014,26,142760,11,0,0,50
7015,30,200700,10,0,0,40
7016,48,117310,13,0,0,60
7017,44,238188,12,0,0,40
7018,29,354496,14,0,0,40
7019,18,416541,5,0,0,16
7020,52,42902,5,0,0,40
7021,30,180317,11,0,0,40
7022,50,378581,8,0,0,40
7023,45,213620,13,0,0,50
7024,58,186905,9,99999,0,40
7025,47,182054,9,0,0,40
7026,64,189634,10,0,0,50
7027,25,170070,13,0,0,50
7028,42,445382,12,0,0,40
7029,46,168211,9,0,0,75
7030,22,341760,13,0,0,40
7031,26,152452,9,0,0,40
7032,49,558752,10,3674,0,40
7033,28,153813,10,0,0,38
7034,54,81859,9,0,0,40
7035,47,51664,7,0,0,60
7036,46,334421,13,0,0,40
7037,35,239415,9,0,0,42
7038,57,62701,10,6849,0,40
7039,37,347491,10,0,0,50
7040,54,108739,7,0,0,40
7041,34,340917,9,2174,0,45
7042,54,160636,9,0,0,40
7043,49,116927,13,0,0,60
7044,24,179423,13,0,0,20
7045,18,347829,7,0,0,4
7046,62,56317,16,0,0,50
7047,37,347189,9,0,0,55
7048,42,201520,10,0,0,50
7049,43,43533,3,0,0,40
7050,20,313786,9,0,0,40
